area_type,availability,location,size,total_sqft,bath,balcony,price,ready_to_move,bedrooms
Super built-up  Area,Ready To Move,amruthahalli,3 BHK,1450.0,2,1,8500000.0,1,3
Super built-up  Area,Ready To Move,banaswadi,1 RK,527.0,1,0,3500000.0,1,1
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1693.0,3,2,12500000.0,1,3
Super built-up  Area,Ready To Move,thigalarapalya,4 BHK,3122.0,6,2,23500000.0,1,4
Super built-up  Area,Ready To Move,horamavu agara,2 BHK,1000.0,2,1,4600000.0,1,2
Built-up  Area,Ready To Move,kogilu,2 BHK,952.0,2,2,4900000.0,1,2
Super built-up  Area,Ready To Move,kengeri,1 BHK,1200.0,1,1,1400000.0,1,1
Super built-up  Area,19-Apr,mysore road,3 BHK,1410.0,2,2,6400000.0,0,3
Super built-up  Area,Ready To Move,hebbal kempapura,2 BHK,1400.0,2,2,10800000.0,1,2
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1826.0,3,2,12500000.0,1,3
Super built-up  Area,18-Jun,hosur road,3 BHK,1689.0,3,2,10300000.0,0,3
Super built-up  Area,Ready To Move,bisuvanahalli,3 BHK,1075.0,2,1,3100000.0,1,3
Super built-up  Area,Ready To Move,hennur,2 BHK,960.0,2,1,4800000.0,1,2
Built-up  Area,Ready To Move,channasandra,2 BHK,808.0,2,1,4000000.0,1,2
Super built-up  Area,Ready To Move,kodichikkanahalli,2 BHK,907.0,2,2,3850000.0,1,2
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,1300.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,sector 1 hsr layout,3 BHK,1804.0,3,2,15000000.0,1,3
Super built-up  Area,Ready To Move,naidu layout,3 BHK,1350.0,3,2,8100000.0,1,3
Super built-up  Area,Ready To Move,whitefield,3 BHK,1836.0,3,2,12500000.0,1,3
Super built-up  Area,Ready To Move,sugama layout,2 BHK,826.0,2,2,3600000.0,1,2
Super built-up  Area,Ready To Move,hormavu,2 BHK,1200.0,2,3,6800000.0,1,2
Super built-up  Area,18-Dec,1st block koramangala,4 BHK,3000.0,3,3,30000000.0,0,4
Plot  Area,Ready To Move,indira nagar,4 BHK,2400.0,4,2,40500000.0,1,4
Plot  Area,Ready To Move,hoskote,4 BHK,1200.0,4,3,14000000.0,1,4
Super built-up  Area,Ready To Move,btm 2nd stage,2 BHK,965.0,2,2,5600000.0,1,2
Carpet  Area,Ready To Move,kothannur,4 BHK,2000.0,4,2,9500000.0,1,4
Super built-up  Area,Ready To Move,bhoganhalli,3 BHK,1395.0,2,2,7000000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1660.0,3,2,11600000.0,1,3
Super built-up  Area,Ready To Move,kada agrahara,2 BHK,935.0,2,2,3500000.0,1,2
Super built-up  Area,Ready To Move,hongasandra,2 BHK,1180.0,2,1,3900000.0,1,2
Built-up  Area,18-Dec,electronic city,2 BHK,1090.0,2,1,3148000.0,0,2
Super built-up  Area,19-Jan,kanakpura road,2 BHK,1204.0,2,1,8200000.0,0,2
Super built-up  Area,Ready To Move,thigalarapalya,3 BHK,2072.0,4,2,15300000.0,1,3
Built-up  Area,Ready To Move,haralur road,2 BHK,1056.0,2,1,6500000.0,1,2
Super built-up  Area,18-Dec,hebbal,2 BHK,985.0,2,2,6200000.0,0,2
Super built-up  Area,Ready To Move,banashankari stage v,3 BHK,1315.0,2,2,4900000.0,1,3
Built-up  Area,Ready To Move,kr puram,2 BHK,734.0,2,1,2200000.0,1,2
Built-up  Area,Ready To Move,kammanahalli,4 BHK,2900.0,4,2,20000000.0,1,4
Super built-up  Area,Ready To Move,yelahanka,3 BHK,2317.0,4,3,14000000.0,1,3
Built-up  Area,Ready To Move,singasandra,1 BHK,600.0,1,0,4500000.0,1,1
Built-up  Area,Ready To Move,vishwanatha nagenahalli,4 BHK,2200.0,3,0,11500000.0,1,4
Super built-up  Area,Ready To Move,attibele,2 BHK,656.0,2,1,2500000.0,1,2
Built-up  Area,Ready To Move,attibele,1 BHK,400.0,1,1,1150000.0,1,1
Super built-up  Area,Ready To Move,yeshwanthpur,1 BHK,666.0,1,1,3679999.9999999995,1,1
Plot  Area,Ready To Move,kadubeesanahalli,4 BHK,3293.0,5,2,42500000.0,1,4
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1174.0,2,1,4700000.0,1,2
Super built-up  Area,Ready To Move,budigere,2 BHK,1153.0,2,2,5670000.0,1,2
Built-up  Area,Ready To Move,narayanapura,5 BHK,2400.0,5,2,8500000.0,1,5
Super built-up  Area,Ready To Move,marathahalli,2 BHK,957.0,2,1,4700000.0,1,2
Built-up  Area,Ready To Move,banashankari stage iii,2 BHK,910.0,2,2,16000000.0,1,2
Built-up  Area,17-Dec,sarjapur  road,2 BHK,1060.0,2,1,5000000.0,0,2
Super built-up  Area,18-Jul,banashankari,2 BHK,1000.0,2,1,5000000.0,0,2
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1843.0,3,2,8800000.0,1,3
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1150.0,2,2,4025000.0,1,3
Super built-up  Area,18-Sep,chandapura,3 BHK,1230.0,2,2,3137000.0,0,3
Super built-up  Area,Ready To Move,kodihalli,4 BHK,3197.0,5,2,33500000.0,1,4
Super built-up  Area,19-Jul,kanakpura road,3 BHK,1703.0,3,2,13000000.0,0,3
Super built-up  Area,Ready To Move,kaval byrasandra,2 BHK,1125.0,2,1,4150000.0,1,2
Super built-up  Area,Ready To Move,battarahalli,3 BHK,1516.0,3,3,6500000.0,1,3
Super built-up  Area,Ready To Move,brookefield,2 BHK,1130.0,2,2,5600000.0,1,2
Super built-up  Area,Ready To Move,iblur village,4 BHK,3596.0,5,1,27900000.0,1,4
Super built-up  Area,19-Jun,hosa road,3 BHK,1512.0,3,2,10300000.0,0,3
Built-up  Area,Ready To Move,thanisandra,3 BHK,1491.0,3,1,8800000.0,1,3
Super built-up  Area,Ready To Move,cox town,2 BHK,1250.0,2,2,9500000.0,1,2
Super built-up  Area,18-Aug,banashankari,3 BHK,1650.0,3,2,9075000.0,0,3
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1140.0,2,1,4870000.0,1,2
Plot  Area,Ready To Move,behind don bosco church,4 BHK,1200.0,4,1,11000000.0,1,4
Super built-up  Area,21-Dec,kanakpura road,3 BHK,1100.0,3,2,5657000.0,0,3
Super built-up  Area,Ready To Move,iblur village,3 BHK,2666.0,4,1,20000000.0,1,3
Super built-up  Area,Ready To Move,bagalur,2 BHK,1500.0,2,1,5000000.0,1,2
Super built-up  Area,18-Dec,seshadripuram,2 BHK,1217.0,2,1,16400000.0,0,2
Built-up  Area,Ready To Move,whitefield,2 BHK,1197.0,2,1,5000000.0,1,2
Built-up  Area,Ready To Move,bhel layout,6 BHK,2400.0,4,1,17000000.0,1,6
Built-up  Area,Ready To Move,gollarapalya hosahalli,3 BHK,1345.0,3,2,6000000.0,1,3
Plot  Area,Ready To Move,kr puram,4 BHK,1200.0,4,2,10000000.0,1,4
Super built-up  Area,Ready To Move,bannerghatta road,4 BHK,3230.0,5,0,16500000.0,1,4
Super built-up  Area,Ready To Move,banashankari stage ii,3 BHK,1260.0,2,1,9500000.0,1,3
Built-up  Area,Ready To Move,sarjapur  road,4 BHK,2750.0,5,1,24000000.0,1,4
Plot  Area,Ready To Move,9th phase jp nagar,2 BHK,1200.0,2,0,8000000.0,1,2
Built-up  Area,Ready To Move,devara jeevanahalli,3 BHK,1650.0,3,0,5200000.0,1,3
Super built-up  Area,Ready To Move,1st block hbr layout,1 BHK,600.0,1,0,4500000.0,1,1
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,1025.0,2,1,3588000.0000000005,1,2
Super built-up  Area,Ready To Move,hennur road,2 BHK,973.0,2,1,5600000.0,1,2
Super built-up  Area,19-Dec,thanisandra main road,4 BHK,4110.0,4,2,59000000.0,0,4
Super built-up  Area,Ready To Move,rajaji nagar,3 BHK,2533.0,3,3,42500000.0,1,3
Super built-up  Area,Ready To Move,balagere,2 BHK,1007.0,2,1,7500000.0,1,2
Super built-up  Area,19-Mar,hosa road,1 BHK,800.0,1,0,3999000.0,0,1
Built-up  Area,18-Dec,sarjapur  road,3 BHK,1830.0,3,1,11900000.0,0,3
Super built-up  Area,Ready To Move,nagavara,2 BHK,1077.0,2,1,5000000.0,1,2
Plot  Area,Ready To Move,immadihalli,1 BHK,672.0,1,1,2700000.0,1,1
Plot  Area,Ready To Move,shanthi layout,3 BHK,1280.0,3,0,8700000.0,1,3
Built-up  Area,Ready To Move,electronics city phase 1,2 BHK,865.0,2,0,4000000.0,1,2
Super built-up  Area,Ready To Move,kalena agrahara,2 BHK,1000.0,2,2,3300000.0,1,2
Super built-up  Area,Ready To Move,cv raman nagar,2 BHK,1285.0,2,2,6500000.0,1,2
Super built-up  Area,Ready To Move,thanisandra,1 BHK,662.0,1,1,2900000.0,1,1
Plot  Area,Ready To Move,whitefield,5 BHK,2297.0,5,2,26900000.0,1,5
Plot  Area,Ready To Move,sarjapura - attibele road,5 BHK,3750.0,6,3,29500000.0,1,5
Super built-up  Area,Ready To Move,kalkere,3 BHK,1850.0,3,3,9500000.0,1,3
Super built-up  Area,Ready To Move,harlur,3 BHK,1754.0,3,2,13200000.0,1,3
Plot  Area,Ready To Move,1st phase jp nagar,5 BHK,2200.0,7,2,35000000.0,1,5
Super built-up  Area,Ready To Move,anugrah layout,3 BHK,1567.0,3,1,10000000.0,1,3
Super built-up  Area,Ready To Move,hoskote,3 BHK,1695.0,3,3,5000000.0,1,3
Super built-up  Area,Ready To Move,bellandur,2 BHK,1150.0,2,1,6944000.0,1,2
Super built-up  Area,Ready To Move,akshaya nagar,3 BHK,1690.0,3,2,8500000.0,1,3
Built-up  Area,18-Mar,1st block koramangala,3 BHK,2350.0,3,2,21000000.0,0,3
Super built-up  Area,Ready To Move,karuna nagar,2 BHK,1057.0,2,1,6500000.0,1,2
Super built-up  Area,19-Dec,hebbal,2 BHK,1320.0,2,1,9100000.0,0,2
Super built-up  Area,18-Jul,bhoganhalli,4 BHK,2119.0,4,3,11100000.0,0,4
Super built-up  Area,Ready To Move,bandepalya,2 BHK,1125.0,2,1,4800000.0,1,2
Super built-up  Area,18-Aug,kanakpura road,3 BHK,2254.0,3,2,17000000.0,0,3
Super built-up  Area,20-Jan,balagere,1 BHK,645.0,1,1,3418000.0,0,1
Super built-up  Area,Ready To Move,rachenahalli,2 BHK,1050.0,2,2,5208000.0,1,2
Super built-up  Area,18-May,panathur,2 BHK,1040.0,2,1,4160000.0,0,2
Super built-up  Area,18-Jun,sarjapur  road,3 BHK,1700.0,3,1,19400000.0,0,3
Super built-up  Area,19-Mar,bellandur,3 BHK,1138.0,3,2,12800000.0,0,3
Super built-up  Area,18-Apr,sarjapur  road,2 BHK,984.0,2,1,4591000.0,0,2
Built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1140.0,2,2,3865000.0,1,2
Super built-up  Area,19-Dec,whitefield,3 BHK,3596.0,3,1,20000000.0,0,3
Super built-up  Area,Ready To Move,kalkere,3 BHK,1365.0,3,2,5400000.0,1,3
Super built-up  Area,Ready To Move,bethel nagar,1 BHK,560.0,1,0,1900000.0,1,1
Super built-up  Area,Ready To Move,vittasandra,2 BHK,1404.0,2,1,7500000.0,1,2
Super built-up  Area,Ready To Move,bellandur,4 BHK,1540.0,4,3,4500000.0,1,4
Built-up  Area,Ready To Move,electronic city,3 BHK,1050.0,2,1,3900000.0,1,3
Super built-up  Area,Ready To Move,rachenahalli,3 BHK,1550.0,3,3,7250000.0,1,3
Super built-up  Area,Ready To Move,yelahanka,3 BHK,1653.0,3,3,9300000.0,1,3
Super built-up  Area,Ready To Move,parappana agrahara,2 BHK,1194.0,2,2,4700000.0,1,2
Super built-up  Area,Ready To Move,narayana nagar 1st block,3 BHK,1471.0,2,3,7500000.0,1,3
Super built-up  Area,21-Dec,kanakpura road,2 BHK,700.0,2,1,3500000.0,0,2
Built-up  Area,Ready To Move,kudlu gate,2 BHK,812.0,2,1,3825000.0,1,2
Super built-up  Area,Ready To Move,8th phase jp nagar,3 BHK,1504.0,2,2,8300000.0,1,3
Super built-up  Area,Ready To Move,mahadevpura,3 BHK,1450.0,3,2,7500000.0,1,3
Super built-up  Area,Ready To Move,kannamangala,2 BHK,957.0,2,2,5450000.0,1,2
Carpet  Area,Ready To Move,attibele,1 BHK,460.0,1,1,1300000.0,1,1
Plot  Area,Ready To Move,poornaprajna layout,2 BHK,900.0,2,0,12800000.0,1,2
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1050.0,2,1,7500000.0,1,2
Super built-up  Area,Ready To Move,budigere,3 BHK,1820.0,3,2,8500000.0,1,3
Super built-up  Area,19-Dec,varthur road,2 BHK,1033.0,2,2,3200000.0,0,2
Plot  Area,Ready To Move,kumaraswami layout,2 BHK,800.0,1,1,9000000.0,1,2
Plot  Area,Ready To Move,kadabagere,1 BHK,520.0,2,0,2900000.0,1,1
Super built-up  Area,Ready To Move,ombr layout,2 BHK,1165.0,2,2,8850000.0,1,2
Super built-up  Area,Ready To Move,gottigere,2 BHK,1280.0,2,1,6100000.0,1,2
Built-up  Area,Ready To Move,cambridge layout,3 BHK,1950.0,3,3,23000000.0,1,3
Plot  Area,Ready To Move,btm 4th stage,1 BHK,600.0,1,0,5800000.0,1,1
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1550.0,3,3,6509999.999999999,1,3
Super built-up  Area,Ready To Move,nagavarapalya,2 BHK,1392.0,2,1,13000000.0,1,2
Super built-up  Area,Ready To Move,jigani,3 BHK,1221.0,3,3,7500000.0,1,3
Super built-up  Area,Ready To Move,ams layout,1 BHK,1000.0,1,1,1900000.0,1,1
Built-up  Area,Ready To Move,kr garden,2 BHK,1300.0,2,2,6000000.0,1,2
Built-up  Area,Ready To Move,hoskote,2 BHK,1065.0,2,3,3150000.0,1,2
Built-up  Area,Ready To Move,yelahanka new town,3 BHK,1209.0,2,3,6500000.0,1,3
Plot  Area,Ready To Move,btm 1st stage,1 BHK,375.0,1,0,4000000.0,1,1
Plot  Area,Ready To Move,dollars colony,3 BHK,7800.0,3,2,200000000.0,1,3
Super built-up  Area,19-Mar,sarjapur  road,3 BHK,1929.0,4,1,10100000.0,0,3
Built-up  Area,Ready To Move,hennur road,2 BHK,1255.0,2,1,8400000.0,1,2
Super built-up  Area,19-Dec,jalahalli,2 BHK,1035.0,2,1,3105000.0,0,2
Plot  Area,Ready To Move,annapurneshwari nagar,4 BHK,1200.0,5,2,27000000.0,1,4
Super built-up  Area,18-May,banashankari,3 BHK,1650.0,3,2,10100000.0,0,3
Built-up  Area,Ready To Move,whitefield,3 BHK,1275.0,2,3,6500000.0,1,3
Super built-up  Area,18-Aug,electronic city,2 BHK,1128.0,2,1,6558000.0,0,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1140.0,2,2,3854999.9999999995,1,2
Plot  Area,Ready To Move,ombr layout,4 BHK,1200.0,4,2,20000000.0,1,4
Super built-up  Area,21-Nov,thanisandra,2 BHK,1183.0,2,2,5856000.0,0,2
Super built-up  Area,Ready To Move,whitefield,2 BHK,1155.0,2,1,3900000.0,1,2
Super built-up  Area,Ready To Move,kengeri,3 BHK,1245.0,2,2,4357000.0,1,3
Built-up  Area,Ready To Move,akshaya nagar,2 BHK,1000.0,2,1,3800000.0,1,2
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1040.0,2,1,7500000.0,1,2
Super built-up  Area,Ready To Move,kundalahalli colony,3 BHK,1477.0,2,2,7500000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1525.0,2,2,6500000.0,1,3
Super built-up  Area,Ready To Move,kaverappa layout,2 BHK,1220.0,2,1,6500000.0,1,2
Super built-up  Area,Ready To Move,hebbal,3 BHK,2388.0,3,1,19500000.0,1,3
Super built-up  Area,18-Apr,electronic city,2 BHK,1355.0,2,1,9760000.0,0,2
Built-up  Area,Ready To Move,whitefield,2 BHK,1141.0,2,1,6200000.0,1,2
Super built-up  Area,21-Jun,vijayanagar,2 BHK,1046.0,2,0,4906000.0,0,2
Super built-up  Area,Ready To Move,bannerghatta road,1 BHK,630.0,1,2,3500000.0,1,1
Super built-up  Area,Ready To Move,pattandur agrahara,2 BHK,1247.0,2,2,6235000.0,1,2
Built-up  Area,Ready To Move,marathahalli,4 BHK,3855.0,4,3,22000000.0,1,4
Super built-up  Area,Ready To Move,geddalahalli,2 BHK,850.0,2,1,3250000.0,1,2
Super built-up  Area,Ready To Move,kr puram,2 BHK,1120.0,2,2,3600000.0,1,2
Super built-up  Area,18-Aug,jakkur,3 BHK,1798.0,3,1,11000000.0,0,3
Built-up  Area,Ready To Move,bisuvanahalli,3 BHK,1180.0,2,1,4500000.0,1,3
Super built-up  Area,Ready To Move,kereguddadahalli,2 BHK,1000.0,2,1,3400000.0,1,2
Super built-up  Area,19-Mar,whitefield,2 BHK,1216.0,2,1,8200000.0,0,2
Built-up  Area,Ready To Move,margondanahalli,2 BHK,900.0,2,0,6500000.0,1,2
Built-up  Area,Ready To Move,tc palaya,2 BHK,1100.0,2,0,6500000.0,1,2
Super built-up  Area,20-Jan,badavala nagar,3 BHK,1842.0,3,2,11500000.0,0,3
Super built-up  Area,Ready To Move,bisuvanahalli,3 BHK,1075.0,2,1,4300000.0,1,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1495.0,3,3,8800000.0,1,2
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1700.0,3,3,12000000.0,1,3
Super built-up  Area,20-Dec,whitefield,3 BHK,1564.0,3,1,10300000.0,0,3
Super built-up  Area,18-Apr,reliaable tranquil layout,2 BHK,1256.0,2,1,6500000.0,0,2
Super built-up  Area,18-Jun,kundalahalli,2 BHK,1047.0,2,1,8900000.0,0,2
Super built-up  Area,18-Apr,bhoganhalli,3 BHK,1458.0,3,1,7845000.0,0,3
Super built-up  Area,19-Dec,hoodi,2 BHK,1063.0,2,1,6117000.0,0,2
Super built-up  Area,Ready To Move,garudachar palya,2 BHK,1150.0,2,1,5250000.0,1,2
Built-up  Area,Ready To Move,chandapura,1 BHK,450.0,1,1,900000.0,1,1
Built-up  Area,Ready To Move,ramamurthy nagar,2 BHK,1360.0,2,0,4500000.0,1,2
Built-up  Area,Ready To Move,marathahalli,3 BHK,1605.0,3,2,7600000.0,1,3
Carpet  Area,Ready To Move,nagarbhavi,3 BHK,1200.0,4,2,20500000.0,1,3
Super built-up  Area,18-Aug,haralur road,3 BHK,1810.0,3,2,10000000.0,0,3
Super built-up  Area,18-Aug,lb shastri nagar,2 BHK,1250.0,2,2,4850000.0,0,2
Super built-up  Area,Ready To Move,poorna pragna layout,3 BHK,1475.0,2,2,5899000.0,1,3
Built-up  Area,Ready To Move,r.t. nagar,2 BHK,1100.0,3,0,12500000.0,1,2
Super built-up  Area,18-Dec,dommasandra,2 BHK,850.0,2,1,2540000.0,0,2
Built-up  Area,18-Jul,electronic city phase ii,2 BHK,1025.0,2,1,2665000.0,0,2
Built-up  Area,Ready To Move,uttarahalli,2 BHK,980.0,2,1,4500000.0,1,2
Super built-up  Area,Ready To Move,basavanagara,3 BHK,1428.0,2,1,7000000.0,1,3
Super built-up  Area,Ready To Move,jp nagar,3 BHK,2050.0,3,3,8200000.0,1,3
Super built-up  Area,Ready To Move,bagalur,2 BHK,1407.0,2,1,8387000.0,1,2
Super built-up  Area,Ready To Move,cunningham road,3 BHK,4170.0,3,2,80000000.0,1,3
Super built-up  Area,Ready To Move,whitefield,3 BHK,1585.0,3,1,8400000.0,1,3
Built-up  Area,Ready To Move,jakkur,3 BHK,1785.0,3,2,13000000.0,1,3
Built-up  Area,Ready To Move,bsm extension,2 BHK,900.0,2,3,4500000.0,1,2
Plot  Area,Ready To Move,somanna garden,4 BHK,1350.0,4,2,16000000.0,1,4
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1843.0,3,2,9620000.0,1,3
Super built-up  Area,Ready To Move,rpc layout,2 BHK,1200.0,2,1,6700000.0,1,2
Super built-up  Area,Ready To Move,akshaya nagar,2 BHK,1113.0,2,1,5200000.0,1,2
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,1125.0,2,1,4700000.0,1,2
Plot  Area,18-Jul,whitefield,3 BHK,1200.0,3,1,5600000.0,0,3
Super built-up  Area,Ready To Move,anekal,3 BHK,1150.0,3,2,4500000.0,1,3
Super built-up  Area,Ready To Move,yeshwanthpur,2 BHK,770.0,1,1,7000000.0,1,2
Super built-up  Area,Ready To Move,kodichikkanahalli,2 BHK,1181.0,2,2,5700000.0,1,2
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1550.0,3,3,6470000.0,1,3
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1295.0,2,2,5547000.0,1,2
Super built-up  Area,Ready To Move,lingadheeranahalli,3 BHK,1506.0,3,1,9500000.0,1,3
Built-up  Area,Ready To Move,"hsr layout 7th sector,",3 BHK,1872.0,3,2,15200000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,4 BHK,2900.0,4,2,24000000.0,1,4
Super built-up  Area,18-Jun,abbigere,3 BHK,1326.0,2,1,3500000.0,0,3
Super built-up  Area,Ready To Move,talaghattapura,2 BHK,1040.0,2,1,3328000.0,1,2
Super built-up  Area,Ready To Move,hennur,2 BHK,1020.0,2,1,4800000.0,1,2
Super built-up  Area,Ready To Move,gokula extension,3 BHK,1400.0,3,2,9000000.0,1,3
Plot  Area,Ready To Move,weavers colony,1 BHK,812.0,1,1,2600000.0,1,1
Super built-up  Area,Ready To Move,vidyaranyapura,2 BHK,1100.0,2,1,5400000.0,1,2
Super built-up  Area,19-Aug,kodathi,2 BHK,829.0,2,1,2280000.0,0,2
Plot  Area,Ready To Move,sanjay nagar,4 BHK,2700.0,4,2,35000000.0,1,4
Super built-up  Area,21-May,kanakpura road,3 BHK,1500.0,3,1,7298999.999999999,0,3
Built-up  Area,Ready To Move,ananth nagar,2 BHK,850.0,2,1,2599000.0,1,2
Built-up  Area,Ready To Move,kaval byrasandra,2 BHK,1180.0,2,2,6000000.0,1,2
Super built-up  Area,19-Dec,cunningham road,4 BHK,5108.0,5,2,99500000.0,0,4
Super built-up  Area,Ready To Move,thigalarapalya,3 BHK,2215.0,4,2,15000000.0,1,3
Super built-up  Area,Ready To Move,channasandra,2 BHK,1010.0,2,1,3600000.0,1,2
Built-up  Area,Ready To Move,marathahalli,2 BHK,1350.0,2,2,6000000.0,1,2
Built-up  Area,Ready To Move,talaghattapura,2 BHK,1100.0,2,0,5000000.0,1,2
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1450.0,2,2,6293000.0,1,3
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1133.0,2,2,4000000.0,1,2
Super built-up  Area,Ready To Move,thanisandra,3 BHK,1564.0,3,2,10000000.0,1,3
Plot  Area,Ready To Move,doddaballapur,2 BHK,640.0,1,0,1050000.0,1,2
Super built-up  Area,Ready To Move,thigalarapalya,3 BHK,2072.0,4,2,15700000.0,1,3
Super built-up  Area,Ready To Move,kanakapura,3 BHK,1460.0,2,3,5110000.0,1,3
Super built-up  Area,Ready To Move,a narayanapura,1 BHK,600.0,2,1,3500000.0,1,1
Super built-up  Area,Ready To Move,rachenahalli,2 BHK,1050.0,2,2,5207000.0,1,2
Built-up  Area,21-Dec,"judicial layout, kanakapura road,",2 BHK,700.0,2,1,3500000.0,0,2
Plot  Area,Ready To Move,tc palaya,3 BHK,1200.0,3,0,6600000.0,1,3
Super built-up  Area,Ready To Move,yelahanka,1 BHK,654.0,1,1,3800000.0,1,1
Super built-up  Area,Ready To Move,ankappa layout,2 BHK,1105.0,2,2,5000000.0,1,2
Super built-up  Area,Ready To Move,hebbal kempapura,3 BHK,1800.0,3,3,15000000.0,1,3
Plot  Area,Ready To Move,yelachenahalli,2 BHK,1200.0,2,2,16000000.0,1,2
Super built-up  Area,Ready To Move,kogilu,1 BHK,700.0,1,1,3084000.0,1,1
Super built-up  Area,Ready To Move,amruthnagar,2 BHK,1000.0,2,1,5100000.0,1,2
Built-up  Area,Ready To Move,hsr layout,5 BHK,3500.0,5,0,35000000.0,1,5
Super built-up  Area,18-Apr,gattahalli,3 BHK,1240.0,2,1,6300000.0,0,3
Super built-up  Area,Ready To Move,bellandur,2 BHK,1200.0,2,3,4500000.0,1,2
Super built-up  Area,Ready To Move,yelahanka new town,3 BHK,1400.0,2,2,8000000.0,1,3
Super built-up  Area,Ready To Move,hosur main road,3 BHK,1393.0,3,2,5400000.0,1,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1140.0,2,2,5000000.0,1,2
Built-up  Area,Ready To Move,gulimangala,3 BHK,1640.0,3,2,7000000.0,1,3
Plot  Area,Ready To Move,kithaganur,2 BHK,1200.0,2,0,6200000.0,1,2
Built-up  Area,Ready To Move,rajaji nagar,2 BHK,720.0,2,2,6500000.0,1,2
Super built-up  Area,Ready To Move,yelenahalli,3 BHK,1650.0,3,3,6800000.0,1,3
Super built-up  Area,Ready To Move,nagavara,4 BHK,2496.0,4,2,12500000.0,1,4
Super built-up  Area,Ready To Move,9th phase jp nagar,2 BHK,905.0,2,1,3200000.0,1,2
Super built-up  Area,Ready To Move,hal 2nd stage,3 BHK,1600.0,3,1,12500000.0,1,3
Super built-up  Area,17-Apr,chikkalasandra,2 BHK,1070.0,2,1,4548000.0,0,2
Plot  Area,Ready To Move,yemlur,4 BHK,8400.0,5,2,167500000.0,1,4
Built-up  Area,Ready To Move,koramangala,2 BHK,1200.0,2,2,10000000.0,1,2
Plot  Area,Ready To Move,indira nagar,5 BHK,1800.0,5,2,35000000.0,1,5
Built-up  Area,Ready To Move,8th phase jp nagar,4 BHK,2600.0,4,2,11500000.0,1,4
Super built-up  Area,Ready To Move,old airport road,2 BHK,1145.0,2,2,7500000.0,1,2
Super built-up  Area,Ready To Move,addischetan layout,3 BHK,1495.0,3,2,5500000.0,1,3
Plot  Area,Ready To Move,basavanagara,3 BHK,1200.0,2,1,30000000.0,1,3
Built-up  Area,Ready To Move,stage-4 bommanahalli,3 BHK,1400.0,3,2,5300000.0,1,3
Built-up  Area,18-Dec,whitefield,3 BHK,1558.0,3,2,9000000.0,0,3
Super built-up  Area,20-Jan,balagere,2 BHK,1007.0,2,1,5300000.0,0,2
Super built-up  Area,Ready To Move,ananth nagar,2 BHK,902.0,2,1,2526000.0,1,2
Super built-up  Area,Ready To Move,kallumantapa,2 BHK,1054.0,2,1,5300000.0,1,2
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,1135.0,2,3,3972999.9999999995,1,3
Super built-up  Area,Ready To Move,gollarapalya hosahalli,2 BHK,996.0,2,2,4900000.0,1,2
Super built-up  Area,18-Aug,vimanapura,2 BHK,1275.0,2,2,4700000.0,0,2
Plot  Area,Ready To Move,nri layout,2 BHK,1250.0,2,0,7500000.0,1,2
Built-up  Area,Ready To Move,hennur,4 BHK,2502.0,4,2,17000000.0,1,4
Super built-up  Area,Ready To Move,sadaramangala,2 BHK,1394.0,2,3,5200000.0,1,2
Super built-up  Area,Ready To Move,haralur road,2 BHK,1243.0,2,2,4600000.0,1,2
Super built-up  Area,18-Dec,whitefield,2 BHK,1216.0,2,1,7500000.0,0,2
Super built-up  Area,Ready To Move,konena agrahara,2 BHK,1075.0,2,1,5700000.0,1,2
