area_type,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms,price_per_sqft
Plot  Area,other,1350.0,2,0,9000000.0,1,2,6666.666666666667
Super built-up  Area,other,1460.0,3,2,8800000.0,1,3,6027.397260273972
Super built-up  Area,other,1685.0,3,2,9500000.0,1,3,5637.982195845697
Plot  Area,other,800.0,1,0,5200000.0,0,1,6500.0
Plot  Area,other,4000.0,5,1,28000000.0,1,4,7000.0
Plot  Area,other,792.0,2,1,7000000.0,1,2,8838.38383838384
Plot  Area,other,2400.0,5,2,23500000.0,1,5,9791.666666666666
Plot  Area,other,461.82,1,1,3170000.0,1,1,6864.146204148803
Plot  Area,other,1500.0,2,0,8500000.0,0,3,5666.666666666667
Super built-up  Area,other,1260.0,2,1,7500000.0,1,2,5952.380952380952
Built-up  Area,other,1950.0,3,2,13000000.0,1,3,6666.666666666667
Super built-up  Area,other,1350.0,2,2,14000000.0,1,3,10370.37037037037
Plot  Area,other,4051.0,4,3,34500000.0,1,4,8516.415699827203
Super built-up  Area,other,2100.0,3,3,17000000.0,1,3,8095.238095238095
Built-up  Area,other,1991.0,3,2,16000000.0,1,3,8036.162732295329
Built-up  Area,other,1200.0,3,2,6600000.0,1,3,5500.0
Plot  Area,other,3000.0,4,3,34200000.0,0,4,11400.0
Plot  Area,other,1375.0,2,1,10500000.0,1,2,7636.363636363636
Super built-up  Area,other,1693.0,3,2,10800000.0,0,3,6379.208505611341
Super built-up  Area,other,1150.0,2,2,7750000.0,1,3,6739.130434782609
Super built-up  Area,other,1058.0,2,2,6000000.0,1,2,5671.077504725898
Built-up  Area,other,900.0,1,1,3000000.0,1,1,3333.3333333333335
Super built-up  Area,other,1672.0,3,2,15000000.0,1,3,8971.291866028709
Built-up  Area,other,1250.0,3,2,13900000.0,1,3,11120.0
Super built-up  Area,other,1468.0,3,2,13000000.0,1,2,8855.58583106267
Built-up  Area,other,1480.0,2,0,14500000.0,1,3,9797.297297297297
Super built-up  Area,other,2000.0,3,2,20000000.0,0,3,10000.0
Super built-up  Area,other,1080.0,2,2,7500000.0,1,3,6944.444444444444
Super built-up  Area,other,2400.0,2,1,15000000.0,1,3,6250.0
Super built-up  Area,other,1125.0,2,1,7500000.0,1,2,6666.666666666667
Built-up  Area,other,1596.0,3,0,9500000.0,1,3,5952.380952380952
Built-up  Area,other,1639.0,3,3,12300000.0,1,3,7504.5759609518
Super built-up  Area,other,1740.0,3,2,19900000.0,1,3,11436.781609195403
Carpet  Area,other,1372.0,2,1,9000000.0,1,3,6559.766763848396
Built-up  Area,other,925.0,2,2,6300000.0,1,2,6810.810810810811
Plot  Area,other,1200.0,3,1,9500000.0,1,4,7916.666666666667
Plot  Area,other,1200.0,2,0,7900000.0,1,2,6583.333333333333
Plot  Area,other,1584.0,3,2,14500000.0,1,4,9154.040404040405
Super built-up  Area,other,1570.0,3,1,11500000.0,1,3,7324.84076433121
Built-up  Area,other,3000.0,3,3,40000000.0,1,3,13333.333333333334
Built-up  Area,other,850.0,2,2,5500000.0,1,2,6470.588235294118
Built-up  Area,other,1750.0,3,1,18000000.0,1,3,10285.714285714286
Plot  Area,other,1500.0,1,0,16000000.0,1,2,10666.666666666666
Plot  Area,other,1575.0,5,1,15800000.0,1,4,10031.746031746032
Built-up  Area,other,705.0,1,2,3650000.0,1,1,5177.304964539007
Super built-up  Area,other,1340.0,3,3,7700000.0,1,3,5746.268656716418
Plot  Area,other,1260.0,1,1,4100000.0,1,1,3253.968253968254
Plot  Area,other,1200.0,2,1,12500000.0,1,2,10416.666666666666
Plot  Area,other,1200.0,3,2,13000000.0,1,3,10833.333333333334
Super built-up  Area,other,3595.0,6,2,36000000.0,0,4,10013.908205841446
Super built-up  Area,other,3100.0,5,1,38500000.0,1,4,12419.354838709678
Plot  Area,other,1200.0,4,1,15000000.0,1,4,12500.0
Plot  Area,other,3259.0,3,0,27000000.0,1,3,8284.749923289353
Plot  Area,other,1350.0,2,1,10000000.0,1,2,7407.407407407408
Built-up  Area,other,596.0,1,1,4200000.0,1,1,7046.979865771812
Plot  Area,other,1200.0,4,3,11000000.0,1,4,9166.666666666666
Super built-up  Area,other,1910.0,3,1,19000000.0,1,3,9947.643979057591
Built-up  Area,other,1750.0,3,3,14900000.0,1,3,8514.285714285714
Super built-up  Area,other,985.0,2,1,6300000.0,0,2,6395.9390862944165
Super built-up  Area,other,1300.0,2,1,12900000.0,0,2,9923.076923076924
Super built-up  Area,other,1490.0,2,3,8800000.0,1,3,5906.040268456376
Super built-up  Area,other,650.0,1,0,3000000.0,1,1,4615.384615384615
Super built-up  Area,other,1500.0,2,2,8999000.0,1,3,5999.333333333333
Plot  Area,other,1350.0,4,2,14500000.0,1,4,10740.74074074074
Super built-up  Area,other,910.0,1,1,4200000.0,1,1,4615.384615384615
Plot  Area,other,1200.0,3,1,13000000.0,1,3,10833.333333333334
Built-up  Area,other,532.0,1,1,2249000.0,1,1,4227.443609022556
Super built-up  Area,other,1060.0,3,1,6200000.0,1,3,5849.056603773585
Super built-up  Area,other,1550.0,2,3,16000000.0,1,2,10322.58064516129
Built-up  Area,other,1700.0,3,2,15500000.0,1,3,9117.64705882353
Built-up  Area,other,1000.0,2,1,8000000.0,1,2,8000.0
Built-up  Area,other,1500.0,2,0,9700000.0,0,3,6466.666666666667
Super built-up  Area,other,1865.0,4,2,14000000.0,0,3,7506.702412868633
Plot  Area,other,1200.0,3,1,12000000.0,1,3,10000.0
Built-up  Area,other,3500.0,4,2,24500000.0,1,4,7000.0
Super built-up  Area,other,1320.0,2,2,7300000.0,0,3,5530.30303030303
Plot  Area,other,2150.0,6,3,20500000.0,1,6,9534.883720930233
Plot  Area,other,675.0,3,1,5200000.0,1,2,7703.7037037037035
Super built-up  Area,other,1801.0,3,2,13900000.0,1,3,7717.9344808439755
Plot  Area,other,2400.0,2,1,16000000.0,1,2,6666.666666666667
Built-up  Area,other,1150.0,2,1,7500000.0,0,2,6521.739130434783
Super built-up  Area,other,1390.0,2,2,8000000.0,1,3,5755.395683453237
Plot  Area,other,1500.0,3,1,8700000.0,1,3,5800.0
Plot  Area,other,1500.0,4,0,11000000.0,1,4,7333.333333333333
Super built-up  Area,other,1839.0,3,3,16500000.0,1,3,8972.26753670473
Super built-up  Area,other,900.0,2,1,7000000.0,1,2,7777.777777777777
Plot  Area,other,1500.0,3,2,14900000.0,1,3,9933.333333333334
Plot  Area,other,750.0,2,0,5000000.0,1,1,6666.666666666667
Built-up  Area,other,600.0,3,2,7500000.0,1,2,12500.0
Built-up  Area,other,1605.0,2,3,8500000.0,1,3,5295.95015576324
Super built-up  Area,other,1500.0,1,1,1950000.0,1,1,1300.0
Plot  Area,other,1200.0,2,0,7000000.0,1,2,5833.333333333333
Plot  Area,other,1200.0,2,1,16000000.0,1,2,13333.333333333334
Super built-up  Area,other,1904.0,3,3,15500000.0,1,3,8140.756302521008
Super built-up  Area,other,2770.0,4,3,31500000.0,1,3,11371.841155234657
Built-up  Area,other,813.0,1,1,3900000.0,0,1,4797.047970479704
Super built-up  Area,other,1630.0,2,2,9778000.0,1,3,5998.773006134969
Built-up  Area,other,2425.0,4,3,17300000.0,1,4,7134.020618556701
Built-up  Area,other,1280.0,2,1,7500000.0,1,2,5859.375
Super built-up  Area,other,735.0,1,1,7500000.0,1,1,10204.081632653062
Built-up  Area,other,500.0,1,0,2400000.0,1,1,4800.0
Plot  Area,other,1200.0,4,0,14500000.0,1,3,12083.333333333334
Plot  Area,other,1200.0,2,1,10000000.0,1,2,8333.333333333334
Plot  Area,other,1200.0,3,1,16000000.0,1,3,13333.333333333334
Super built-up  Area,other,1265.0,2,1,8200000.0,1,3,6482.213438735178
Built-up  Area,other,1850.0,3,3,9800000.0,1,3,5297.2972972972975
Plot  Area,other,2360.0,4,2,15000000.0,0,4,6355.932203389831
Super built-up  Area,other,1030.0,2,1,7725000.0,1,2,7500.0
Super built-up  Area,other,2000.0,3,2,16000000.0,1,3,8000.0
Built-up  Area,other,1575.0,3,2,9300000.0,0,3,5904.761904761905
Built-up  Area,other,1300.0,2,2,7000000.0,1,3,5384.615384615385
Plot  Area,other,3100.0,3,3,25000000.0,1,3,8064.5161290322585
Built-up  Area,other,1190.0,2,2,10000000.0,1,2,8403.361344537816
Super built-up  Area,other,1827.0,3,3,10000000.0,1,3,5473.453749315819
Super built-up  Area,other,1500.0,3,3,9500000.0,1,3,6333.333333333333
Super built-up  Area,other,1645.0,3,2,9500000.0,1,3,5775.075987841945
Plot  Area,other,1200.0,4,1,14000000.0,1,4,11666.666666666666
Super built-up  Area,other,1097.0,2,3,6500000.0,1,2,5925.2506836827715
Built-up  Area,other,1600.0,3,1,16500000.0,1,4,10312.5
Built-up  Area,other,900.0,2,2,11000000.0,1,2,12222.222222222223
Built-up  Area,other,1200.0,2,1,12500000.0,1,2,10416.666666666666
Super built-up  Area,other,1355.0,2,3,7500000.0,1,2,5535.055350553505
Plot  Area,other,1260.0,4,1,15000000.0,1,4,11904.761904761905
Plot  Area,other,7500.0,4,2,90000000.0,0,4,12000.0
Super built-up  Area,other,4104.0,4,3,36000000.0,1,4,8771.929824561403
Plot  Area,other,2080.0,2,1,15000000.0,1,2,7211.538461538462
Super built-up  Area,other,1505.0,2,2,9000000.0,1,2,5980.066445182724
Plot  Area,other,1200.0,3,3,9575000.0,1,3,7979.166666666667
Super built-up  Area,other,1810.0,4,3,14800000.0,1,3,8176.795580110497
Super built-up  Area,other,1530.0,2,1,9700000.0,1,3,6339.869281045751
Plot  Area,other,1500.0,2,1,13000000.0,1,3,8666.666666666666
Super built-up  Area,other,1400.0,2,2,8000000.0,1,2,5714.285714285715
Super built-up  Area,other,1533.0,3,2,15000000.0,1,3,9784.735812133073
Super built-up  Area,other,3730.0,6,2,45000000.0,1,4,12064.343163538873
Super built-up  Area,other,745.0,2,0,5000000.0,1,2,6711.4093959731545
Super built-up  Area,other,1355.0,2,1,9500000.0,0,2,7011.070110701107
Super built-up  Area,other,833.0,1,1,4900000.0,1,1,5882.35294117647
Built-up  Area,other,1220.0,2,2,6800000.0,1,2,5573.770491803279
Plot  Area,other,3811.0,3,2,47500000.0,1,4,12463.920230910522
Super built-up  Area,other,1545.0,3,3,8500000.0,1,3,5501.6181229773465
Plot  Area,other,1350.0,2,1,11000000.0,1,2,8148.148148148148
Super built-up  Area,other,1200.0,2,1,6800000.0,1,3,5666.666666666667
Plot  Area,other,2000.0,4,2,18000000.0,1,5,9000.0
Built-up  Area,other,1280.0,4,1,11500000.0,1,4,8984.375
Plot  Area,other,1200.0,3,0,8500000.0,1,3,7083.333333333333
Super built-up  Area,other,1655.0,3,2,15500000.0,1,3,9365.558912386707
Super built-up  Area,other,1150.0,2,1,7400000.0,0,2,6434.782608695652
Plot  Area,other,1200.0,2,0,10800000.0,1,3,9000.0
Super built-up  Area,other,1200.0,2,2,7500000.0,1,2,6250.0
Plot  Area,other,1350.0,4,2,8500000.0,1,4,6296.2962962962965
Built-up  Area,other,1550.0,3,2,16000000.0,1,3,10322.58064516129
Built-up  Area,other,1758.0,3,2,9500000.0,1,3,5403.86803185438
Super built-up  Area,other,3179.0,5,3,35100000.0,0,4,11041.207927021076
Built-up  Area,other,1200.0,3,0,8500000.0,1,2,7083.333333333333
Super built-up  Area,other,655.0,1,1,5300000.0,0,1,8091.603053435115
Built-up  Area,other,1800.0,3,3,14000000.0,1,3,7777.777777777777
Plot  Area,other,2400.0,4,2,20000000.0,1,3,8333.333333333334
Super built-up  Area,other,1645.0,3,2,8750000.0,1,3,5319.148936170212
Super built-up  Area,other,2600.0,3,2,14000000.0,1,3,5384.615384615385
Super built-up  Area,other,950.0,2,1,6000000.0,1,2,6315.789473684211
Super built-up  Area,other,1900.0,3,2,20500000.0,1,3,10789.473684210527
Super built-up  Area,other,1402.0,2,2,8500000.0,1,3,6062.767475035664
Super built-up  Area,other,1000.0,2,1,6000000.0,1,2,6000.0
Super built-up  Area,other,2100.0,3,2,24000000.0,1,3,11428.57142857143
Plot  Area,other,1200.0,3,0,14000000.0,1,3,11666.666666666666
Built-up  Area,other,814.0,2,1,5500000.0,1,2,6756.756756756757
Super built-up  Area,other,1590.0,3,0,12000000.0,1,3,7547.169811320755
Super built-up  Area,other,3754.0,6,2,43000000.0,1,4,11454.448588172616
Super built-up  Area,other,1450.0,2,3,8960000.0,0,3,6179.310344827586
Built-up  Area,other,1340.0,2,3,7700000.0,1,2,5746.268656716418
Super built-up  Area,other,1665.0,3,2,10500000.0,1,3,6306.306306306306
Super built-up  Area,other,1210.0,2,1,7600000.0,0,2,6280.99173553719
Super built-up  Area,other,1554.0,3,3,13000000.0,1,2,8365.508365508365
Super built-up  Area,other,1000.0,3,2,6000000.0,1,2,6000.0
Built-up  Area,other,1636.0,3,2,9700000.0,1,3,5929.095354523228
Super built-up  Area,other,3600.0,4,3,45000000.0,1,4,12500.0
Plot  Area,other,1200.0,3,2,7200000.0,0,3,6000.0
Plot  Area,other,1000.0,1,1,7500000.0,1,2,7500.0
Built-up  Area,other,1170.0,2,2,8600000.0,1,2,7350.427350427351
Plot  Area,other,4830.0,5,1,39000000.0,1,4,8074.534161490683
Built-up  Area,other,850.0,2,1,7500000.0,1,2,8823.529411764706
Super built-up  Area,other,2065.0,3,2,13000000.0,1,3,6295.399515738499
Built-up  Area,other,1150.0,2,2,12500000.0,1,2,10869.565217391304
Built-up  Area,other,2550.0,4,2,29000000.0,1,3,11372.549019607843
Built-up  Area,other,3080.0,2,1,28500000.0,1,4,9253.246753246753
Super built-up  Area,other,450.0,1,1,2500000.0,1,1,5555.555555555556
Super built-up  Area,other,1100.0,2,1,8500000.0,1,2,7727.272727272727
Super built-up  Area,other,1036.0,2,2,11000000.0,1,2,10617.760617760618
Plot  Area,other,1376.0,4,1,15600000.0,1,4,11337.209302325582
Super built-up  Area,other,1080.0,2,1,6200000.0,0,2,5740.740740740741
Plot  Area,other,1200.0,3,3,9625000.0,1,3,8020.833333333333
Plot  Area,other,1200.0,1,1,12500000.0,1,1,10416.666666666666
Built-up  Area,other,830.0,2,1,6000000.0,1,2,7228.915662650603
Super built-up  Area,other,1500.0,2,2,8800000.0,1,2,5866.666666666667
Built-up  Area,other,856.0,2,1,4800000.0,0,2,5607.476635514019
Built-up  Area,other,1117.0,2,1,11000000.0,1,2,9847.806624888093
Super built-up  Area,other,600.0,1,1,4300000.0,1,1,7166.666666666667
Plot  Area,other,1200.0,3,0,7000000.0,1,3,5833.333333333333
Built-up  Area,other,2675.0,4,2,29000000.0,1,4,10841.121495327103
Built-up  Area,other,1477.0,2,2,8000000.0,1,3,5416.384563303995
Super built-up  Area,other,1793.0,3,2,9800000.0,1,3,5465.699944227552
Plot  Area,other,1020.0,2,1,6200000.0,0,2,6078.431372549019
Super built-up  Area,other,3563.0,6,1,31000000.0,1,4,8700.533258490037
Super built-up  Area,other,3300.0,5,3,31800000.0,1,4,9636.363636363636
Super built-up  Area,other,1718.0,3,3,22300000.0,1,3,12980.209545983702
Super built-up  Area,other,1200.0,2,2,7500000.0,1,3,6250.0
Super built-up  Area,other,985.0,2,1,5500000.0,1,2,5583.756345177665
Plot  Area,other,750.0,1,1,3000000.0,1,1,4000.0
Built-up  Area,other,1030.0,2,2,8000000.0,1,2,7766.9902912621355
Built-up  Area,other,1150.0,2,2,6900000.0,0,2,6000.0
Super built-up  Area,other,1500.0,2,1,9000000.0,1,3,6000.0
Plot  Area,other,900.0,2,0,5500000.0,1,2,6111.111111111111
Built-up  Area,other,1750.0,2,1,22500000.0,1,4,12857.142857142857
Built-up  Area,other,1100.0,2,1,7800000.0,1,2,7090.909090909091
Plot  Area,other,1180.0,2,2,7400000.0,1,2,6271.186440677966
Super built-up  Area,other,1540.0,3,2,8500000.0,1,3,5519.480519480519
Super built-up  Area,other,1800.0,3,0,23000000.0,1,3,12777.777777777777
Super built-up  Area,other,2000.0,3,2,12000000.0,1,3,6000.0
Built-up  Area,other,2000.0,3,1,14500000.0,0,3,7250.0
Super built-up  Area,other,500.0,1,1,1500000.0,1,1,3000.0
Built-up  Area,other,1475.0,3,3,7800000.0,1,3,5288.135593220339
Built-up  Area,other,3000.0,4,1,37500000.0,1,6,12500.0
Built-up  Area,other,3160.0,4,3,20600000.0,0,4,6518.987341772152
Plot  Area,other,922.0,2,1,7000000.0,1,2,7592.190889370932
Built-up  Area,other,850.0,2,1,7200000.0,1,2,8470.588235294117
Super built-up  Area,other,1233.0,2,3,10000000.0,1,2,8110.300081103001
Plot  Area,other,1936.0,3,0,11000000.0,1,3,5681.818181818182
Super built-up  Area,other,1652.5,3,2,9000000.0,1,3,5446.293494704993
Plot  Area,other,1500.0,3,2,13800000.0,1,3,9200.0
Super built-up  Area,other,700.0,2,0,4300000.0,1,2,6142.857142857143
Built-up  Area,other,1750.0,3,3,17000000.0,1,3,9714.285714285714
Plot  Area,other,1365.0,3,0,9900000.0,1,3,7252.747252747253
Super built-up  Area,other,708.0,1,1,5500000.0,1,2,7768.3615819209035
Built-up  Area,other,1680.0,3,3,13500000.0,1,3,8035.714285714285
Super built-up  Area,other,990.0,2,2,5800000.0,1,2,5858.585858585859
Built-up  Area,other,1240.0,2,1,10000000.0,1,2,8064.5161290322585
Built-up  Area,other,1810.0,3,3,11800000.0,1,3,6519.3370165745855
Super built-up  Area,other,2005.0,3,2,24000000.0,0,3,11970.074812967581
Built-up  Area,other,1000.0,2,1,9700000.0,1,2,9700.0
Built-up  Area,other,1430.0,3,1,7865000.000000001,1,3,5500.000000000001
Built-up  Area,other,1200.0,2,1,4500000.0,1,1,3750.0
Super built-up  Area,other,840.0,1,0,7500000.0,0,1,8928.57142857143
Super built-up  Area,other,1760.0,2,1,11600000.0,1,3,6590.909090909091
Super built-up  Area,other,3317.5,5,0,26850000.0,1,4,8093.443858327054
Plot  Area,other,600.0,1,1,5200000.0,1,2,8666.666666666666
Super built-up  Area,other,1670.0,3,2,16000000.0,1,3,9580.838323353293
Super built-up  Area,other,1200.0,2,2,7559999.999999999,0,3,6299.999999999999
Plot  Area,other,2400.0,5,3,28500000.0,0,5,11875.0
Super built-up  Area,other,2100.0,4,2,15000000.0,1,4,7142.857142857143
Built-up  Area,other,1550.0,4,1,12000000.0,1,4,7741.935483870968
Super built-up  Area,other,905.0,2,1,5000000.0,0,2,5524.861878453039
Super built-up  Area,other,550.0,1,1,2300000.0,1,1,4181.818181818182
Super built-up  Area,other,1080.0,2,2,7500000.0,1,3,6944.444444444444
Super built-up  Area,other,1537.0,3,2,11000000.0,1,3,7156.79895901106
Super built-up  Area,other,1750.0,3,2,15000000.0,1,3,8571.42857142857
Built-up  Area,other,2800.0,7,1,25000000.0,1,7,8928.57142857143
Super built-up  Area,other,1191.0,2,1,9000000.0,1,2,7556.675062972292
Plot  Area,other,1200.0,3,1,15000000.0,1,3,12500.0
Super built-up  Area,other,1205.0,2,1,7000000.0,1,2,5809.128630705394
Plot  Area,other,1200.0,2,0,7500000.0,1,2,6250.0
Plot  Area,other,2200.0,4,2,16000000.0,0,3,7272.727272727273
Super built-up  Area,other,1900.0,3,3,15500000.0,1,3,8157.894736842105
Plot  Area,other,1200.0,1,2,9500000.0,1,2,7916.666666666667
Super built-up  Area,other,1100.0,2,1,6100000.0,1,2,5545.454545454545
Super built-up  Area,other,1100.0,2,2,11000000.0,0,2,10000.0
Built-up  Area,other,1942.0,3,1,15500000.0,1,3,7981.462409886714
Plot  Area,other,1200.0,4,2,8000000.0,1,3,6666.666666666667
Super built-up  Area,other,1515.0,3,3,9000000.0,1,3,5940.59405940594
Plot  Area,other,1200.0,4,1,9500000.0,1,4,7916.666666666667
Built-up  Area,other,1200.0,1,0,6900000.0,1,1,5750.0
Super built-up  Area,other,1717.0,3,3,9900000.0,1,3,5765.87070471753
Plot  Area,other,1200.0,1,0,4800000.0,1,1,4000.0
Built-up  Area,other,1430.0,2,1,7865000.000000001,1,3,5500.000000000001
Super built-up  Area,other,1190.0,2,1,7000000.0,1,2,5882.35294117647
Super built-up  Area,other,2690.0,4,2,18500000.0,0,4,6877.323420074349
Super built-up  Area,other,1594.0,3,2,9900000.0,0,3,6210.790464240903
Plot  Area,other,1290.0,1,0,7750000.0,1,2,6007.751937984496
Super built-up  Area,other,1464.0,2,1,14500000.0,1,2,9904.371584699453
Plot  Area,other,1200.0,2,0,7500000.0,1,2,6250.0
Super built-up  Area,other,1485.0,2,1,15600000.0,1,3,10505.050505050505
Super built-up  Area,other,2070.0,3,3,13500000.0,1,3,6521.739130434783
Super built-up  Area,other,800.0,2,1,5500000.0,1,2,6875.0
Super built-up  Area,other,1480.0,2,2,12500000.0,1,3,8445.945945945947
Super built-up  Area,other,1500.0,2,2,13000000.0,1,2,8666.666666666666
Super built-up  Area,other,2010.0,3,3,12500000.0,1,3,6218.905472636816
Super built-up  Area,other,1504.0,2,2,10000000.0,1,3,6648.936170212766
Plot  Area,other,3820.0,1,1,30600000.0,1,1,8010.471204188481
Super built-up  Area,other,1602.0,2,1,16500000.0,0,3,10299.625468164793
Plot  Area,other,1200.0,4,1,13000000.0,1,4,10833.333333333334
Built-up  Area,other,1800.0,3,1,22000000.0,1,3,12222.222222222223
Super built-up  Area,other,1862.0,3,3,12000000.0,1,3,6444.68313641246
Built-up  Area,other,2700.0,3,3,20000000.0,1,3,7407.407407407408
Built-up  Area,other,1677.0,3,2,9800000.0,0,3,5843.768634466309
Built-up  Area,other,1490.0,2,1,11500000.0,1,3,7718.120805369127
Super built-up  Area,other,1740.0,3,3,12000000.0,1,3,6896.551724137931
Super built-up  Area,other,1020.0,2,2,6000000.0,1,2,5882.35294117647
Super built-up  Area,other,550.0,1,1,1600000.0,1,1,2909.090909090909
Plot  Area,other,3664.0,3,2,32500000.0,0,3,8870.087336244542
Plot  Area,other,690.0,2,0,4200000.0,1,2,6086.95652173913
Super built-up  Area,other,1520.0,3,2,11100000.0,1,3,7302.631578947368
Plot  Area,other,1200.0,4,2,8600000.0,1,4,7166.666666666667
Super built-up  Area,other,1250.0,2,2,9000000.0,1,2,7200.0
Super built-up  Area,other,1900.0,2,2,19000000.0,1,3,10000.0
Super built-up  Area,other,1602.0,2,1,17000000.0,0,3,10611.735330836455
Super built-up  Area,other,1230.0,2,2,7000000.0,1,2,5691.056910569106
Super built-up  Area,other,1600.0,3,3,9500000.0,1,3,5937.5
Built-up  Area,other,450.0,1,2,6000000.0,1,1,13333.333333333334
Super built-up  Area,other,600.0,2,0,2300000.0,1,1,3833.3333333333335
Built-up  Area,other,3463.0,6,0,31000000.0,1,4,8951.775916835115
